order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FAP410103602,4/8/2022,789103,25891201,497,4/10/2022,4/10/2022,447,0,1,0
FAP410103602,4/8/2022,789103,25891602,78,4/10/2022,4/10/2022,62,0,1,0
FAP410103602,4/8/2022,789103,25891103,445,4/10/2022,4/10/2022,423,0,1,0
FAP410121102,4/8/2022,789121,25891102,341,4/10/2022,4/13/2022,273,0,0,0
FAP410121303,4/7/2022,789121,25891303,35,4/10/2022,4/12/2022,35,1,0,0
FAP410121401,4/7/2022,789121,25891401,272,4/10/2022,4/10/2022,245,0,1,0
FAP410121403,4/9/2022,789121,25891403,311,4/10/2022,4/13/2022,311,1,0,0
FAP410121501,4/7/2022,789121,25891501,115,4/10/2022,4/11/2022,115,1,0,0
FAP410121503,4/7/2022,789121,25891503,149,4/10/2022,4/13/2022,149,1,0,0
FAP410121601,4/8/2022,789121,25891601,136,4/10/2022,4/11/2022,136,1,0,0
FAP410121602,4/8/2022,789121,25891602,133,4/10/2022,4/10/2022,126,0,1,0
FAP410122201,4/7/2022,789122,25891201,442,4/10/2022,4/12/2022,420,0,0,0
FAP410122202,4/9/2022,789122,25891202,150,4/10/2022,4/10/2022,135,0,1,0
FAP410122402,4/8/2022,789122,25891402,483,4/10/2022,4/12/2022,459,0,0,0
FAP410122403,4/8/2022,789122,25891203,119,4/10/2022,4/10/2022,119,1,1,1
FAP410122403,4/8/2022,789122,25891403,381,4/10/2022,4/10/2022,381,1,1,1
FAP410122503,4/9/2022,789122,25891503,178,4/10/2022,4/12/2022,178,1,0,0
FAP410122602,4/7/2022,789122,25891602,101,4/10/2022,4/10/2022,81,0,1,0
FAP410122603,4/7/2022,789122,25891603,62,4/10/2022,4/11/2022,62,1,0,0
FAP410201102,4/9/2022,789201,25891102,415,4/10/2022,4/10/2022,415,1,1,1
FAP410201102,4/9/2022,789201,25891101,396,4/10/2022,4/10/2022,396,1,1,1
FAP410201301,4/8/2022,789201,25891301,50,4/10/2022,4/12/2022,50,1,0,0
FAP410201402,4/8/2022,789201,25891402,208,4/10/2022,4/10/2022,208,1,1,1
FAP410201502,4/7/2022,789201,25891302,53,4/10/2022,4/10/2022,50,0,1,0
FAP410201502,4/7/2022,789201,25891502,173,4/10/2022,4/10/2022,156,0,1,0
FAP410201502,4/7/2022,789201,25891501,175,4/10/2022,4/10/2022,175,1,1,1
FAP410201503,4/9/2022,789201,25891503,216,4/10/2022,4/11/2022,216,1,0,0
FAP410201602,4/8/2022,789201,25891602,180,4/10/2022,4/11/2022,180,1,0,0
FAP410202302,4/7/2022,789202,25891302,70,4/10/2022,4/11/2022,63,0,0,0
FAP410202501,4/9/2022,789202,25891501,205,4/10/2022,4/10/2022,205,1,1,1
FAP410202503,4/8/2022,789202,25891503,240,4/10/2022,4/10/2022,240,1,1,1
FAP410202603,4/7/2022,789202,25891301,47,4/10/2022,4/10/2022,47,1,1,1
FAP410202603,4/7/2022,789202,25891502,234,4/10/2022,4/10/2022,234,1,1,1
FAP410202603,4/7/2022,789202,25891603,167,4/10/2022,4/10/2022,167,1,1,1
FAP410202603,4/7/2022,789202,25891202,240,4/10/2022,4/10/2022,216,0,1,0
FAP410202603,4/7/2022,789202,25891303,55,4/10/2022,4/10/2022,55,1,1,1
FAP410203103,4/8/2022,789203,25891103,479,4/10/2022,4/10/2022,479,1,1,1
FAP410203201,4/9/2022,789203,25891201,339,4/10/2022,4/13/2022,339,1,0,0
FAP410203203,4/8/2022,789203,25891203,289,4/10/2022,4/12/2022,289,1,0,0
FAP410203401,4/9/2022,789203,25891401,442,4/10/2022,4/10/2022,420,0,1,0
FAP410203603,4/7/2022,789203,25891603,148,4/10/2022,4/10/2022,148,1,1,1
FAP410220301,4/9/2022,789220,25891301,40,4/10/2022,4/10/2022,40,1,1,1
FAP410220301,4/9/2022,789220,25891101,305,4/10/2022,4/10/2022,275,0,1,0
FAP410220403,4/7/2022,789220,25891403,215,4/10/2022,4/9/2022,215,1,1,1
FAP410220502,4/8/2022,789220,25891502,153,4/10/2022,4/11/2022,145,0,0,0
FAP410220601,4/7/2022,789220,25891203,190,4/10/2022,4/10/2022,190,1,1,1
FAP410220601,4/7/2022,789220,25891601,115,4/10/2022,4/10/2022,109,0,1,0
FAP410220601,4/7/2022,789220,25891201,254,4/10/2022,4/10/2022,241,0,1,0
FAP410220603,4/8/2022,789220,25891302,59,4/10/2022,4/10/2022,56,0,1,0
FAP410220603,4/8/2022,789220,25891501,239,4/10/2022,4/10/2022,191,0,1,0
FAP410220603,4/8/2022,789220,25891603,68,4/10/2022,4/10/2022,68,1,1,1
FAP410221401,4/8/2022,789221,25891401,334,4/10/2022,4/10/2022,334,1,1,1
FAP410221502,4/7/2022,789221,25891301,85,4/10/2022,4/10/2022,85,1,1,1
FAP410221502,4/7/2022,789221,25891502,204,4/10/2022,4/10/2022,204,1,1,1
FAP410221502,4/7/2022,789221,25891403,410,4/10/2022,4/10/2022,390,0,1,0
FAP410221502,4/7/2022,789221,25891303,89,4/10/2022,4/10/2022,89,1,1,1
FAP410221603,4/9/2022,789221,25891603,84,4/10/2022,4/10/2022,84,1,1,1
FAP410221603,4/9/2022,789221,25891202,160,4/10/2022,4/10/2022,160,1,1,1
FAP410221603,4/9/2022,789221,25891503,132,4/10/2022,4/10/2022,132,1,1,1
FAP410221603,4/9/2022,789221,25891103,301,4/10/2022,4/10/2022,301,1,1,1
FAP410221603,4/9/2022,789221,25891402,436,4/10/2022,4/10/2022,392,0,1,0
FAP410221603,4/9/2022,789221,25891501,100,4/10/2022,4/10/2022,100,1,1,1
FAP410301401,4/8/2022,789301,25891401,273,4/10/2022,4/11/2022,273,1,0,0
FAP410301402,4/9/2022,789301,25891402,360,4/10/2022,4/9/2022,360,1,1,1
FAP410301502,4/9/2022,789301,25891101,371,4/10/2022,4/10/2022,371,1,1,1
FAP410301502,4/9/2022,789301,25891302,92,4/10/2022,4/10/2022,92,1,1,1
FAP410301502,4/9/2022,789301,25891502,245,4/10/2022,4/10/2022,245,1,1,1
FAP410301502,4/9/2022,789301,25891501,187,4/10/2022,4/10/2022,150,0,1,0
FAP410301603,4/8/2022,789301,25891102,310,4/10/2022,4/10/2022,310,1,1,1
FAP410301603,4/8/2022,789301,25891603,154,4/10/2022,4/10/2022,146,0,1,0
FAP410301603,4/8/2022,789301,25891503,245,4/10/2022,4/10/2022,245,1,1,1
FAP410303101,4/9/2022,789303,25891101,468,4/10/2022,4/11/2022,468,1,0,0
FAP410303401,4/8/2022,789303,25891302,50,4/10/2022,4/10/2022,50,1,1,1
FAP410303401,4/8/2022,789303,25891401,288,4/10/2022,4/10/2022,288,1,1,1
FAP410303401,4/8/2022,789303,25891103,440,4/10/2022,4/10/2022,396,0,1,0
FAP410303403,4/8/2022,789303,25891403,374,4/10/2022,4/9/2022,374,1,1,1
FAP410303501,4/7/2022,789303,25891301,73,4/10/2022,4/10/2022,73,1,1,1
FAP410303501,4/7/2022,789303,25891102,367,4/10/2022,4/10/2022,367,1,1,1
FAP410303501,4/7/2022,789303,25891501,191,4/10/2022,4/10/2022,191,1,1,1
FAP410303601,4/9/2022,789303,25891303,44,4/10/2022,4/10/2022,44,1,1,1
FAP410303601,4/9/2022,789303,25891601,126,4/10/2022,4/10/2022,101,0,1,0
FAP410303601,4/9/2022,789303,25891402,312,4/10/2022,4/10/2022,312,1,1,1
FAP410320203,4/8/2022,789320,25891203,418,4/10/2022,4/10/2022,334,0,1,0
FAP410320203,4/8/2022,789320,25891202,270,4/10/2022,4/10/2022,243,0,1,0
FAP410320401,4/9/2022,789320,25891401,291,4/10/2022,4/10/2022,291,1,1,1
FAP410320401,4/9/2022,789320,25891102,473,4/10/2022,4/10/2022,473,1,1,1
FAP410320601,4/7/2022,789320,25891403,227,4/10/2022,4/10/2022,227,1,1,1
FAP410320601,4/7/2022,789320,25891103,453,4/10/2022,4/10/2022,453,1,1,1
FAP410320601,4/7/2022,789320,25891601,69,4/10/2022,4/10/2022,69,1,1,1
FAP410321201,4/8/2022,789321,25891201,274,4/10/2022,4/9/2022,260,0,1,0
FAP410321203,4/9/2022,789321,25891203,273,4/10/2022,4/10/2022,273,1,1,1
FAP410321601,4/7/2022,789321,25891102,350,4/10/2022,4/10/2022,315,0,1,0
FAP410321601,4/7/2022,789321,25891601,175,4/10/2022,4/10/2022,175,1,1,1
FAP410321601,4/7/2022,789321,25891402,479,4/10/2022,4/10/2022,479,1,1,1
FAP410321602,4/8/2022,789321,25891403,233,4/10/2022,4/10/2022,233,1,1,1
FAP410321602,4/8/2022,789321,25891501,178,4/10/2022,4/10/2022,142,0,1,0
FAP410321602,4/8/2022,789321,25891602,184,4/10/2022,4/10/2022,147,0,1,0
FAP410321603,4/8/2022,789321,25891603,151,4/10/2022,4/11/2022,151,1,0,0
FAP410401102,4/7/2022,789401,25891102,431,4/10/2022,4/10/2022,409,0,1,0
FAP410401203,4/9/2022,789401,25891101,436,4/10/2022,4/10/2022,436,1,1,1
FAP410401203,4/9/2022,789401,25891203,256,4/10/2022,4/10/2022,256,1,1,1
FAP410401303,4/9/2022,789401,25891303,35,4/10/2022,4/9/2022,35,1,1,1
FAP410401503,4/8/2022,789401,25891302,60,4/10/2022,4/10/2022,60,1,1,1
FAP410401503,4/8/2022,789401,25891301,47,4/10/2022,4/10/2022,47,1,1,1
FAP410401503,4/8/2022,789401,25891201,209,4/10/2022,4/10/2022,199,0,1,0
FAP410401503,4/8/2022,789401,25891403,330,4/10/2022,4/10/2022,330,1,1,1
FAP410401503,4/8/2022,789401,25891503,137,4/10/2022,4/10/2022,137,1,1,1
FAP410402101,4/7/2022,789402,25891101,500,4/10/2022,4/10/2022,400,0,1,0
FAP410402401,4/9/2022,789402,25891401,269,4/10/2022,4/10/2022,269,1,1,1
FAP410402401,4/9/2022,789402,25891202,348,4/10/2022,4/10/2022,278,0,1,0
FAP410402401,4/9/2022,789402,25891303,24,4/10/2022,4/10/2022,24,1,1,1
FAP410402601,4/8/2022,789402,25891302,94,4/10/2022,4/10/2022,94,1,1,1
FAP410402601,4/8/2022,789402,25891301,22,4/10/2022,4/10/2022,22,1,1,1
FAP410402601,4/8/2022,789402,25891201,189,4/10/2022,4/10/2022,151,0,1,0
FAP410402601,4/8/2022,789402,25891601,50,4/10/2022,4/10/2022,50,1,1,1
FAP410402602,4/8/2022,789402,25891602,140,4/10/2022,4/11/2022,140,1,0,0
FAP410402603,4/9/2022,789402,25891603,120,4/10/2022,4/9/2022,120,1,1,1
FAP410403201,4/7/2022,789403,25891201,408,4/10/2022,4/10/2022,388,0,1,0
FAP410403203,4/9/2022,789403,25891203,158,4/10/2022,4/10/2022,158,1,1,1
FAP410403303,4/8/2022,789403,25891303,82,4/10/2022,4/11/2022,78,0,0,0
FAP410403601,4/8/2022,789403,25891601,183,4/10/2022,4/9/2022,146,0,1,0
FAP410403603,4/8/2022,789403,25891403,207,4/10/2022,4/10/2022,207,1,1,1
FAP410403603,4/8/2022,789403,25891101,395,4/10/2022,4/10/2022,395,1,1,1
FAP410403603,4/8/2022,789403,25891603,148,4/10/2022,4/10/2022,148,1,1,1
FAP410420103,4/9/2022,789420,25891103,391,4/10/2022,4/10/2022,391,1,1,1
FAP410420202,4/8/2022,789420,25891202,439,4/10/2022,4/12/2022,439,1,0,0
FAP410420401,4/8/2022,789420,25891302,42,4/10/2022,4/13/2022,42,1,0,0
FAP410420401,4/8/2022,789420,25891401,435,4/10/2022,4/13/2022,435,1,0,0
FAP410420503,4/7/2022,789420,25891503,102,4/10/2022,4/13/2022,102,1,0,0
FAP410420503,4/7/2022,789420,25891101,301,4/10/2022,4/13/2022,301,1,0,0
FAP410420601,4/9/2022,789420,25891601,160,4/10/2022,4/13/2022,128,0,0,0
FAP410421202,4/9/2022,789421,25891202,371,4/10/2022,4/9/2022,371,1,1,1
FAP410421203,4/8/2022,789421,25891203,328,4/10/2022,4/9/2022,295,0,1,0
FAP410421402,4/8/2022,789421,25891302,94,4/10/2022,4/11/2022,89,0,0,0
FAP410421402,4/8/2022,789421,25891402,217,4/10/2022,4/11/2022,217,1,0,0
FAP410421403,4/7/2022,789421,25891403,254,4/10/2022,4/10/2022,229,0,1,0
FAP410421601,4/7/2022,789421,25891601,164,4/10/2022,4/12/2022,156,0,0,0
FAP410421603,4/9/2022,789421,25891603,63,4/10/2022,4/12/2022,60,0,0,0
FAP410421603,4/9/2022,789421,25891503,220,4/10/2022,4/12/2022,209,0,0,0
FAP410421603,4/9/2022,789421,25891501,159,4/10/2022,4/12/2022,159,1,0,0
FAP410422402,4/7/2022,789422,25891302,66,4/10/2022,4/11/2022,66,1,0,0
FAP410422402,4/7/2022,789422,25891402,335,4/10/2022,4/11/2022,335,1,0,0
FAP410422403,4/9/2022,789422,25891403,468,4/10/2022,4/10/2022,374,0,1,0
FAP410422501,4/7/2022,789422,25891501,227,4/10/2022,4/12/2022,227,1,0,0
FAP410422502,4/7/2022,789422,25891502,198,4/10/2022,4/10/2022,198,1,1,1
FAP410422502,4/7/2022,789422,25891203,329,4/10/2022,4/10/2022,296,0,1,0
FAP410422503,4/9/2022,789422,25891503,174,4/10/2022,4/11/2022,174,1,0,0
FAP410422503,4/9/2022,789422,25891103,302,4/10/2022,4/11/2022,302,1,0,0
FAP410422602,4/8/2022,789422,25891602,103,4/10/2022,4/11/2022,103,1,0,0
FAP410422603,4/8/2022,789422,25891603,84,4/10/2022,4/9/2022,84,1,1,1
FAP410501203,4/9/2022,789501,25891203,387,4/10/2022,4/12/2022,387,1,0,0
FAP410501402,4/8/2022,789501,25891302,78,4/10/2022,4/10/2022,78,1,1,1
FAP410501402,4/8/2022,789501,25891301,100,4/10/2022,4/10/2022,100,1,1,1
FAP410501402,4/8/2022,789501,25891102,483,4/10/2022,4/10/2022,483,1,1,1
FAP410501402,4/8/2022,789501,25891402,354,4/10/2022,4/10/2022,336,0,1,0
FAP410501402,4/8/2022,789501,25891303,26,4/10/2022,4/10/2022,21,0,1,0
FAP410501501,4/9/2022,789501,25891401,464,4/10/2022,4/10/2022,418,0,1,0
FAP410501501,4/9/2022,789501,25891202,438,4/10/2022,4/10/2022,438,1,1,1
FAP410501501,4/9/2022,789501,25891501,109,4/10/2022,4/10/2022,109,1,1,1
FAP410501502,4/7/2022,789501,25891502,147,4/10/2022,4/10/2022,132,0,1,0
FAP410501503,4/9/2022,789501,25891503,204,4/10/2022,4/9/2022,204,1,1,1
FAP410503202,4/7/2022,789503,25891103,428,4/10/2022,4/10/2022,428,1,1,1
FAP410503202,4/7/2022,789503,25891202,264,4/10/2022,4/10/2022,264,1,1,1
FAP410503303,4/8/2022,789503,25891303,83,4/10/2022,4/13/2022,83,1,0,0
FAP410503403,4/9/2022,789503,25891101,354,4/10/2022,4/10/2022,319,0,1,0
FAP410503403,4/9/2022,789503,25891403,469,4/10/2022,4/10/2022,469,1,1,1
FAP410503603,4/8/2022,789503,25891302,100,4/10/2022,4/10/2022,90,0,1,0
FAP410503603,4/8/2022,789503,25891102,383,4/10/2022,4/10/2022,364,0,1,0
FAP410503603,4/8/2022,789503,25891201,376,4/10/2022,4/10/2022,338,0,1,0
FAP410503603,4/8/2022,789503,25891603,136,4/10/2022,4/10/2022,136,1,1,1
FAP410520102,4/8/2022,789520,25891102,364,4/10/2022,4/12/2022,364,1,0,0
FAP410520203,4/9/2022,789520,25891203,134,4/10/2022,4/11/2022,127,0,0,0
FAP410520301,4/8/2022,789520,25891301,33,4/10/2022,4/11/2022,31,0,0,0
FAP410520403,4/7/2022,789520,25891403,477,4/10/2022,4/11/2022,477,1,0,0
FAP410520501,4/7/2022,789520,25891501,248,4/10/2022,4/10/2022,236,0,1,0
FAP410520503,4/9/2022,789520,25891503,249,4/10/2022,4/12/2022,249,1,0,0
FAP410520602,4/7/2022,789520,25891602,56,4/10/2022,4/12/2022,50,0,0,0
FAP410521103,4/7/2022,789521,25891103,433,4/10/2022,4/9/2022,411,0,1,0
FAP410521202,4/8/2022,789521,25891202,165,4/10/2022,4/13/2022,165,1,0,0
FAP410521401,4/9/2022,789521,25891401,243,4/10/2022,4/13/2022,243,1,0,0
FAP410521401,4/9/2022,789521,25891203,113,4/10/2022,4/13/2022,107,0,0,0
FAP410521501,4/8/2022,789521,25891501,152,4/10/2022,4/12/2022,152,1,0,0
FAP410521501,4/8/2022,789521,25891101,441,4/10/2022,4/12/2022,441,1,0,0
FAP410521501,4/8/2022,789521,25891303,39,4/10/2022,4/12/2022,31,0,0,0
FAP410521502,4/8/2022,789521,25891502,217,4/10/2022,4/10/2022,195,0,1,0
FAP410521502,4/8/2022,789521,25891201,232,4/10/2022,4/10/2022,232,1,1,1
FAP410521503,4/9/2022,789521,25891302,55,4/10/2022,4/11/2022,55,1,0,0
FAP410521503,4/9/2022,789521,25891403,207,4/10/2022,4/11/2022,207,1,0,0
FAP410521503,4/9/2022,789521,25891503,224,4/10/2022,4/11/2022,213,0,0,0
FAP410521601,4/9/2022,789521,25891601,83,4/10/2022,4/10/2022,79,0,1,0
FAP410521602,4/9/2022,789521,25891602,153,4/10/2022,4/9/2022,153,1,1,1
FAP410521603,4/7/2022,789521,25891603,118,4/10/2022,4/10/2022,118,1,1,1
FAP410522101,4/8/2022,789522,25891101,400,4/10/2022,4/12/2022,400,1,0,0
FAP410522102,4/8/2022,789522,25891102,395,4/10/2022,4/11/2022,395,1,0,0
FAP410522303,4/8/2022,789522,25891303,38,4/10/2022,4/13/2022,38,1,0,0
FAP410522401,4/8/2022,789522,25891401,466,4/10/2022,4/9/2022,466,1,1,1
FAP410522501,4/9/2022,789522,25891501,134,4/10/2022,4/10/2022,134,1,1,1
FAP410522601,4/7/2022,789522,25891601,57,4/10/2022,4/13/2022,57,1,0,0
FAP410522602,4/8/2022,789522,25891602,65,4/10/2022,4/10/2022,65,1,1,1
FAP410522603,4/9/2022,789522,25891603,123,4/10/2022,4/11/2022,123,1,0,0
FAP410522603,4/9/2022,789522,25891301,98,4/10/2022,4/11/2022,98,1,0,0
FAP410601403,4/7/2022,789601,25891403,420,4/10/2022,4/11/2022,336,0,0,0
FAP410601503,4/9/2022,789601,25891203,479,4/10/2022,4/10/2022,479,1,1,1
FAP410601503,4/9/2022,789601,25891503,161,4/10/2022,4/10/2022,161,1,1,1
FAP410601503,4/9/2022,789601,25891402,206,4/10/2022,4/10/2022,206,1,1,1
FAP410601601,4/7/2022,789601,25891302,74,4/10/2022,4/10/2022,74,1,1,1
FAP410601601,4/7/2022,789601,25891601,189,4/10/2022,4/10/2022,189,1,1,1
FAP410601602,4/8/2022,789601,25891102,402,4/10/2022,4/10/2022,402,1,1,1
FAP410601602,4/8/2022,789601,25891602,175,4/10/2022,4/10/2022,166,0,1,0
FAP410601602,4/8/2022,789601,25891202,261,4/10/2022,4/10/2022,248,0,1,0
FAP410601602,4/8/2022,789601,25891303,72,4/10/2022,4/10/2022,72,1,1,1
FAP410603401,4/9/2022,789603,25891401,436,4/10/2022,4/10/2022,436,1,1,1
FAP410603401,4/9/2022,789603,25891303,40,4/10/2022,4/10/2022,40,1,1,1
FAP410603401,4/9/2022,789603,25891203,494,4/10/2022,4/10/2022,494,1,1,1
FAP410603401,4/9/2022,789603,25891103,343,4/10/2022,4/10/2022,343,1,1,1
FAP410603503,4/9/2022,789603,25891503,144,4/10/2022,4/9/2022,144,1,1,1
FAP410603602,4/7/2022,789603,25891501,183,4/10/2022,4/10/2022,183,1,1,1
FAP410603602,4/7/2022,789603,25891602,52,4/10/2022,4/10/2022,52,1,1,1
FAP410603603,4/8/2022,789603,25891603,166,4/10/2022,4/10/2022,166,1,1,1
FAP410603603,4/8/2022,789603,25891403,409,4/10/2022,4/10/2022,368,0,1,0
FAP410603603,4/8/2022,789603,25891601,115,4/10/2022,4/10/2022,115,1,1,1
FAP410621103,4/7/2022,789621,25891103,346,4/10/2022,4/11/2022,277,0,0,0
FAP410621402,4/7/2022,789621,25891301,74,4/10/2022,4/10/2022,70,0,1,0
FAP410621402,4/7/2022,789621,25891402,349,4/10/2022,4/10/2022,349,1,1,1
FAP410621502,4/9/2022,789621,25891401,230,4/10/2022,4/10/2022,184,0,1,0
FAP410621502,4/9/2022,789621,25891202,255,4/10/2022,4/10/2022,229,0,1,0
FAP410621502,4/9/2022,789621,25891502,110,4/10/2022,4/10/2022,104,0,1,0
FAP410621503,4/8/2022,789621,25891102,340,4/10/2022,4/10/2022,340,1,1,1
FAP410621503,4/8/2022,789621,25891201,426,4/10/2022,4/10/2022,426,1,1,1
FAP410621503,4/8/2022,789621,25891501,229,4/10/2022,4/10/2022,229,1,1,1
FAP410621503,4/8/2022,789621,25891503,247,4/10/2022,4/10/2022,247,1,1,1
FAP410622301,4/9/2022,789622,25891301,52,4/10/2022,4/11/2022,52,1,0,0
FAP410622501,4/8/2022,789622,25891102,374,4/10/2022,4/10/2022,374,1,1,1
FAP410622501,4/8/2022,789622,25891402,444,4/10/2022,4/10/2022,422,0,1,0
FAP410622501,4/8/2022,789622,25891501,145,4/10/2022,4/10/2022,131,0,1,0
FAP410622501,4/8/2022,789622,25891101,314,4/10/2022,4/10/2022,314,1,1,1
FAP410622501,4/8/2022,789622,25891403,224,4/10/2022,4/10/2022,224,1,1,1
FAP410622501,4/8/2022,789622,25891103,343,4/10/2022,4/10/2022,343,1,1,1
FAP410622503,4/9/2022,789622,25891302,22,4/10/2022,4/10/2022,22,1,1,1
FAP410622503,4/9/2022,789622,25891503,138,4/10/2022,4/10/2022,124,0,1,0
FAP410622503,4/9/2022,789622,25891201,475,4/10/2022,4/10/2022,427,0,1,0
FAP410622603,4/7/2022,789622,25891602,149,4/10/2022,4/10/2022,149,1,1,1
FAP410622603,4/7/2022,789622,25891603,150,4/10/2022,4/10/2022,150,1,1,1
FAP410702102,4/9/2022,789702,25891102,494,4/10/2022,4/10/2022,445,0,1,0
FAP410702201,4/7/2022,789702,25891201,143,4/10/2022,4/11/2022,114,0,0,0
FAP410702202,4/7/2022,789702,25891202,184,4/10/2022,4/13/2022,175,0,0,0
FAP410702302,4/8/2022,789702,25891302,85,4/10/2022,4/11/2022,85,1,0,0
FAP410702403,4/8/2022,789702,25891403,413,4/10/2022,4/9/2022,392,0,1,0
FAP410702501,4/8/2022,789702,25891501,167,4/10/2022,4/10/2022,150,0,1,0
FAP410702503,4/7/2022,789702,25891503,200,4/10/2022,4/10/2022,200,1,1,1
FAP410702503,4/7/2022,789702,25891303,40,4/10/2022,4/10/2022,40,1,1,1
FAP410703203,4/7/2022,789703,25891203,465,4/10/2022,4/11/2022,465,1,0,0
FAP410703302,4/7/2022,789703,25891302,29,4/10/2022,4/10/2022,28,0,1,0
FAP410703302,4/7/2022,789703,25891102,385,4/10/2022,4/10/2022,385,1,1,1
FAP410703302,4/7/2022,789703,25891103,469,4/10/2022,4/10/2022,469,1,1,1
FAP410703303,4/7/2022,789703,25891303,66,4/10/2022,4/9/2022,63,0,1,0
FAP410703401,4/8/2022,789703,25891201,207,4/10/2022,4/10/2022,186,0,1,0
FAP410703401,4/8/2022,789703,25891401,400,4/10/2022,4/10/2022,400,1,1,1
FAP410703401,4/8/2022,789703,25891202,326,4/10/2022,4/10/2022,261,0,1,0
FAP410703503,4/8/2022,789703,25891503,247,4/10/2022,4/11/2022,247,1,0,0
FAP410703601,4/9/2022,789703,25891601,174,4/10/2022,4/11/2022,139,0,0,0
FAP410703603,4/9/2022,789703,25891603,189,4/10/2022,4/10/2022,170,0,1,0
FAP410703603,4/9/2022,789703,25891602,82,4/10/2022,4/10/2022,82,1,1,1
FAP410720101,4/8/2022,789720,25891101,421,4/10/2022,4/10/2022,421,1,1,1
FAP410720401,4/7/2022,789720,25891401,456,4/10/2022,4/11/2022,365,0,0,0
FAP410720602,4/9/2022,789720,25891303,63,4/10/2022,4/10/2022,63,1,1,1
FAP410720602,4/9/2022,789720,25891502,148,4/10/2022,4/10/2022,133,0,1,0
FAP410720602,4/9/2022,789720,25891602,97,4/10/2022,4/10/2022,97,1,1,1
FAP410721102,4/7/2022,789721,25891102,441,4/10/2022,4/9/2022,441,1,1,1
FAP410721201,4/8/2022,789721,25891201,462,4/10/2022,4/11/2022,462,1,0,0
FAP410721202,4/7/2022,789721,25891202,433,4/10/2022,4/10/2022,433,1,1,1
FAP410721601,4/9/2022,789721,25891601,86,4/10/2022,4/10/2022,86,1,1,1
FAP410721602,4/9/2022,789721,25891602,191,4/10/2022,4/11/2022,191,1,0,0
FAP410902502,4/8/2022,789902,25891502,213,4/10/2022,4/11/2022,213,1,0,0
FAP410902503,4/7/2022,789902,25891503,187,4/10/2022,4/10/2022,187,1,1,1
FAP410902503,4/7/2022,789902,25891501,119,4/10/2022,4/10/2022,119,1,1,1
FAP410902603,4/8/2022,789902,25891203,500,4/10/2022,4/10/2022,500,1,1,1
FAP410902603,4/8/2022,789902,25891301,98,4/10/2022,4/10/2022,98,1,1,1
FAP410902603,4/8/2022,789902,25891603,103,4/10/2022,4/10/2022,93,0,1,0
FAP410902603,4/8/2022,789902,25891402,204,4/10/2022,4/10/2022,204,1,1,1
FAP410902603,4/8/2022,789902,25891601,147,4/10/2022,4/10/2022,147,1,1,1
FAP410903301,4/8/2022,789903,25891301,32,4/10/2022,4/9/2022,26,0,1,0
FAP410903303,4/9/2022,789903,25891303,25,4/10/2022,4/10/2022,20,0,1,0
